1,MornaProbbing,36.76,false,2,ShereeEixenberger
2,NorthropMcClay,99.06,false,2,ShereeEixenberger
3,ShariRodolico,77.94,true,2,ShereeEixenberger
4,MeredethOrmesher,96.24,false,2,ShereeEixenberger
5,TeressaHandover,19.54,false,2,ShereeEixenberger
6,FelicdadFratczak,85.21,true,2,ShereeEixenberger
7,RozeLittlefair,38.51,true,2,ShereeEixenberger
8,BirdieTilston,65.09,false,2,ShereeEixenberger
9,MargaWomack,44.05,true,2,ShereeEixenberger
10,WalshDymond,71.44,true,2,ShereeEixenberger
11,CarlenCrotch,80.59,true,2,ShereeEixenberger
12,Filbertod'Arcy,15.84,true,2,ShereeEixenberger
13,DolfDaveridge,53.63,true,2,ShereeEixenberger
14,HarlandUpham,55.78,true,2,ShereeEixenberger
15,MurryGalton,21.22,true,2,ShereeEixenberger
16,DelanoPostians,96.63,true,2,ShereeEixenberger
17,ShariaFraczkiewicz,53.29,true,2,ShereeEixenberger
18,MervinGobell,63.03,true,2,ShereeEixenberger
19,DavLiccardi,89.4,true,2,ShereeEixenberger
20,AlamedaVerrell,68.28,true,2,ShereeEixenberger
21,WiniMacFadyen,35.09,false,2,ShereeEixenberger
22,LenoraInde,29.84,false,2,ShereeEixenberger
23,ChristophorusDeighan,35.29,true,2,ShereeEixenberger
24,YvorWoodward,18.11,false,2,ShereeEixenberger
25,EllenBroose,2.15,true,2,ShereeEixenberger
26,TerryeMates,50.02,true,2,ShereeEixenberger
27,DariusEscalera,78.42,false,2,ShereeEixenberger
28,ReetaWoodyer,36.41,false,2,ShereeEixenberger
29,OpalBellham,85.94,true,2,ShereeEixenberger
30,KonradGebbie,10.29,true,2,ShereeEixenberger
31,JeromeLong,56.47,true,2,ShereeEixenberger
32,AverilNicely,41.92,true,2,ShereeEixenberger
33,GeorgianaWeatherup,78.94,true,2,ShereeEixenberger
34,LincolnCovendon,37.13,true,2,ShereeEixenberger
35,KathlinOver,18.37,false,2,ShereeEixenberger
36,CatinaEvett,57.0,false,2,ShereeEixenberger
37,HettieRennels,51.39,true,2,ShereeEixenberger
38,ForesterMila,20.95,false,2,ShereeEixenberger
39,OlgaBrehaut,26.18,true,2,ShereeEixenberger
40,ChristyTrenear,2.41,false,2,ShereeEixenberger
41,DeniceReading,60.64,false,2,ShereeEixenberger
42,EimileGodber,24.19,false,2,ShereeEixenberger
43,BillyeFinkle,88.11,false,2,ShereeEixenberger
44,KingWhitby,3.78,false,2,ShereeEixenberger
45,CaroleeForbear,19.61,true,2,ShereeEixenberger
46,NortonDrewes,17.11,false,2,ShereeEixenberger
47,LynImlach,4.41,false,2,ShereeEixenberger
48,BenediktaYedy,48.74,false,2,ShereeEixenberger
49,DeloriaPickin,55.17,false,2,ShereeEixenberger
50,TullyPickford,47.0,false,2,ShereeEixenberger
1,MornaProbbing,36.76,false,3,HopeMurrell
2,NorthropMcClay,99.06,false,3,HopeMurrell
3,ShariRodolico,77.94,true,3,HopeMurrell
4,MeredethOrmesher,96.24,false,3,HopeMurrell
5,TeressaHandover,19.54,false,3,HopeMurrell
6,FelicdadFratczak,85.21,true,3,HopeMurrell
7,RozeLittlefair,38.51,true,3,HopeMurrell
8,BirdieTilston,65.09,false,3,HopeMurrell
9,MargaWomack,44.05,true,3,HopeMurrell
10,WalshDymond,71.44,true,3,HopeMurrell
11,CarlenCrotch,80.59,true,3,HopeMurrell
12,Filbertod'Arcy,15.84,true,3,HopeMurrell
13,DolfDaveridge,53.63,true,3,HopeMurrell
14,HarlandUpham,55.78,true,3,HopeMurrell
15,MurryGalton,21.22,true,3,HopeMurrell
16,DelanoPostians,96.63,true,3,HopeMurrell
17,ShariaFraczkiewicz,53.29,true,3,HopeMurrell
18,MervinGobell,63.03,true,3,HopeMurrell
19,DavLiccardi,89.4,true,3,HopeMurrell
20,AlamedaVerrell,68.28,true,3,HopeMurrell
21,WiniMacFadyen,35.09,false,3,HopeMurrell
22,LenoraInde,29.84,false,3,HopeMurrell
23,ChristophorusDeighan,35.29,true,3,HopeMurrell
24,YvorWoodward,18.11,false,3,HopeMurrell
25,EllenBroose,2.15,true,3,HopeMurrell
26,TerryeMates,50.02,true,3,HopeMurrell
27,DariusEscalera,78.42,false,3,HopeMurrell
28,ReetaWoodyer,36.41,false,3,HopeMurrell
29,OpalBellham,85.94,true,3,HopeMurrell
30,KonradGebbie,10.29,true,3,HopeMurrell
31,JeromeLong,56.47,true,3,HopeMurrell
32,AverilNicely,41.92,true,3,HopeMurrell
33,GeorgianaWeatherup,78.94,true,3,HopeMurrell
34,LincolnCovendon,37.13,true,3,HopeMurrell
35,KathlinOver,18.37,false,3,HopeMurrell
36,CatinaEvett,57.0,false,3,HopeMurrell
37,HettieRennels,51.39,true,3,HopeMurrell
38,ForesterMila,20.95,false,3,HopeMurrell
39,OlgaBrehaut,26.18,true,3,HopeMurrell
40,ChristyTrenear,2.41,false,3,HopeMurrell
41,DeniceReading,60.64,false,3,HopeMurrell
42,EimileGodber,24.19,false,3,HopeMurrell
43,BillyeFinkle,88.11,false,3,HopeMurrell
44,KingWhitby,3.78,false,3,HopeMurrell
45,CaroleeForbear,19.61,true,3,HopeMurrell
46,NortonDrewes,17.11,false,3,HopeMurrell
47,LynImlach,4.41,false,3,HopeMurrell
48,BenediktaYedy,48.74,false,3,HopeMurrell
49,DeloriaPickin,55.17,false,3,HopeMurrell
50,TullyPickford,47.0,false,3,HopeMurrell
1,MornaProbbing,36.76,false,4,ChristieWodeland
2,NorthropMcClay,99.06,false,4,ChristieWodeland
3,ShariRodolico,77.94,true,4,ChristieWodeland
4,MeredethOrmesher,96.24,false,4,ChristieWodeland
5,TeressaHandover,19.54,false,4,ChristieWodeland
6,FelicdadFratczak,85.21,true,4,ChristieWodeland
7,RozeLittlefair,38.51,true,4,ChristieWodeland
8,BirdieTilston,65.09,false,4,ChristieWodeland
9,MargaWomack,44.05,true,4,ChristieWodeland
10,WalshDymond,71.44,true,4,ChristieWodeland
11,CarlenCrotch,80.59,true,4,ChristieWodeland
12,Filbertod'Arcy,15.84,true,4,ChristieWodeland
13,DolfDaveridge,53.63,true,4,ChristieWodeland
14,HarlandUpham,55.78,true,4,ChristieWodeland
15,MurryGalton,21.22,true,4,ChristieWodeland
16,DelanoPostians,96.63,true,4,ChristieWodeland
17,ShariaFraczkiewicz,53.29,true,4,ChristieWodeland
18,MervinGobell,63.03,true,4,ChristieWodeland
19,DavLiccardi,89.4,true,4,ChristieWodeland
20,AlamedaVerrell,68.28,true,4,ChristieWodeland
21,WiniMacFadyen,35.09,false,4,ChristieWodeland
22,LenoraInde,29.84,false,4,ChristieWodeland
23,ChristophorusDeighan,35.29,true,4,ChristieWodeland
24,YvorWoodward,18.11,false,4,ChristieWodeland
25,EllenBroose,2.15,true,4,ChristieWodeland
26,TerryeMates,50.02,true,4,ChristieWodeland
27,DariusEscalera,78.42,false,4,ChristieWodeland
28,ReetaWoodyer,36.41,false,4,ChristieWodeland
29,OpalBellham,85.94,true,4,ChristieWodeland
30,KonradGebbie,10.29,true,4,ChristieWodeland
31,JeromeLong,56.47,true,4,ChristieWodeland
32,AverilNicely,41.92,true,4,ChristieWodeland
33,GeorgianaWeatherup,78.94,true,4,ChristieWodeland
34,LincolnCovendon,37.13,true,4,ChristieWodeland
35,KathlinOver,18.37,false,4,ChristieWodeland
36,CatinaEvett,57.0,false,4,ChristieWodeland
37,HettieRennels,51.39,true,4,ChristieWodeland
38,ForesterMila,20.95,false,4,ChristieWodeland
39,OlgaBrehaut,26.18,true,4,ChristieWodeland
40,ChristyTrenear,2.41,false,4,ChristieWodeland
41,DeniceReading,60.64,false,4,ChristieWodeland
42,EimileGodber,24.19,false,4,ChristieWodeland
43,BillyeFinkle,88.11,false,4,ChristieWodeland
44,KingWhitby,3.78,false,4,ChristieWodeland
45,CaroleeForbear,19.61,true,4,ChristieWodeland
46,NortonDrewes,17.11,false,4,ChristieWodeland
47,LynImlach,4.41,false,4,ChristieWodeland
48,BenediktaYedy,48.74,false,4,ChristieWodeland
49,DeloriaPickin,55.17,false,4,ChristieWodeland
50,TullyPickford,47.0,false,4,ChristieWodeland
1,MornaProbbing,36.76,false,5,GabbieNapolione
2,NorthropMcClay,99.06,false,5,GabbieNapolione
3,ShariRodolico,77.94,true,5,GabbieNapolione
4,MeredethOrmesher,96.24,false,5,GabbieNapolione
5,TeressaHandover,19.54,false,5,GabbieNapolione
6,FelicdadFratczak,85.21,true,5,GabbieNapolione
7,RozeLittlefair,38.51,true,5,GabbieNapolione
8,BirdieTilston,65.09,false,5,GabbieNapolione
9,MargaWomack,44.05,true,5,GabbieNapolione
10,WalshDymond,71.44,true,5,GabbieNapolione
11,CarlenCrotch,80.59,true,5,GabbieNapolione
12,Filbertod'Arcy,15.84,true,5,GabbieNapolione
13,DolfDaveridge,53.63,true,5,GabbieNapolione
14,HarlandUpham,55.78,true,5,GabbieNapolione
15,MurryGalton,21.22,true,5,GabbieNapolione
16,DelanoPostians,96.63,true,5,GabbieNapolione
17,ShariaFraczkiewicz,53.29,true,5,GabbieNapolione
18,MervinGobell,63.03,true,5,GabbieNapolione
19,DavLiccardi,89.4,true,5,GabbieNapolione
20,AlamedaVerrell,68.28,true,5,GabbieNapolione
21,WiniMacFadyen,35.09,false,5,GabbieNapolione
22,LenoraInde,29.84,false,5,GabbieNapolione
23,ChristophorusDeighan,35.29,true,5,GabbieNapolione
24,YvorWoodward,18.11,false,5,GabbieNapolione
25,EllenBroose,2.15,true,5,GabbieNapolione
26,TerryeMates,50.02,true,5,GabbieNapolione
27,DariusEscalera,78.42,false,5,GabbieNapolione
28,ReetaWoodyer,36.41,false,5,GabbieNapolione
29,OpalBellham,85.94,true,5,GabbieNapolione
30,KonradGebbie,10.29,true,5,GabbieNapolione
31,JeromeLong,56.47,true,5,GabbieNapolione
32,AverilNicely,41.92,true,5,GabbieNapolione
33,GeorgianaWeatherup,78.94,true,5,GabbieNapolione
34,LincolnCovendon,37.13,true,5,GabbieNapolione
35,KathlinOver,18.37,false,5,GabbieNapolione
36,CatinaEvett,57.0,false,5,GabbieNapolione
37,HettieRennels,51.39,true,5,GabbieNapolione
38,ForesterMila,20.95,false,5,GabbieNapolione
39,OlgaBrehaut,26.18,true,5,GabbieNapolione
40,ChristyTrenear,2.41,false,5,GabbieNapolione
41,DeniceReading,60.64,false,5,GabbieNapolione
42,EimileGodber,24.19,false,5,GabbieNapolione
43,BillyeFinkle,88.11,false,5,GabbieNapolione
44,KingWhitby,3.78,false,5,GabbieNapolione
45,CaroleeForbear,19.61,true,5,GabbieNapolione
46,NortonDrewes,17.11,false,5,GabbieNapolione
47,LynImlach,4.41,false,5,GabbieNapolione
48,BenediktaYedy,48.74,false,5,GabbieNapolione
49,DeloriaPickin,55.17,false,5,GabbieNapolione
50,TullyPickford,47.0,false,5,GabbieNapolione
1,MornaProbbing,36.76,false,6,MimiQuirke
2,NorthropMcClay,99.06,false,6,MimiQuirke
3,ShariRodolico,77.94,true,6,MimiQuirke
4,MeredethOrmesher,96.24,false,6,MimiQuirke
5,TeressaHandover,19.54,false,6,MimiQuirke
6,FelicdadFratczak,85.21,true,6,MimiQuirke
7,RozeLittlefair,38.51,true,6,MimiQuirke
8,BirdieTilston,65.09,false,6,MimiQuirke
9,MargaWomack,44.05,true,6,MimiQuirke
10,WalshDymond,71.44,true,6,MimiQuirke
11,CarlenCrotch,80.59,true,6,MimiQuirke
12,Filbertod'Arcy,15.84,true,6,MimiQuirke
13,DolfDaveridge,53.63,true,6,MimiQuirke
14,HarlandUpham,55.78,true,6,MimiQuirke
15,MurryGalton,21.22,true,6,MimiQuirke
16,DelanoPostians,96.63,true,6,MimiQuirke
17,ShariaFraczkiewicz,53.29,true,6,MimiQuirke
18,MervinGobell,63.03,true,6,MimiQuirke
19,DavLiccardi,89.4,true,6,MimiQuirke
20,AlamedaVerrell,68.28,true,6,MimiQuirke
21,WiniMacFadyen,35.09,false,6,MimiQuirke
22,LenoraInde,29.84,false,6,MimiQuirke
23,ChristophorusDeighan,35.29,true,6,MimiQuirke
24,YvorWoodward,18.11,false,6,MimiQuirke
25,EllenBroose,2.15,true,6,MimiQuirke
26,TerryeMates,50.02,true,6,MimiQuirke
27,DariusEscalera,78.42,false,6,MimiQuirke
28,ReetaWoodyer,36.41,false,6,MimiQuirke
29,OpalBellham,85.94,true,6,MimiQuirke
30,KonradGebbie,10.29,true,6,MimiQuirke
31,JeromeLong,56.47,true,6,MimiQuirke
32,AverilNicely,41.92,true,6,MimiQuirke
33,GeorgianaWeatherup,78.94,true,6,MimiQuirke
34,LincolnCovendon,37.13,true,6,MimiQuirke
35,KathlinOver,18.37,false,6,MimiQuirke
36,CatinaEvett,57.0,false,6,MimiQuirke
37,HettieRennels,51.39,true,6,MimiQuirke
38,ForesterMila,20.95,false,6,MimiQuirke
39,OlgaBrehaut,26.18,true,6,MimiQuirke
40,ChristyTrenear,2.41,false,6,MimiQuirke
41,DeniceReading,60.64,false,6,MimiQuirke
42,EimileGodber,24.19,false,6,MimiQuirke
43,BillyeFinkle,88.11,false,6,MimiQuirke
44,KingWhitby,3.78,false,6,MimiQuirke
45,CaroleeForbear,19.61,true,6,MimiQuirke
46,NortonDrewes,17.11,false,6,MimiQuirke
47,LynImlach,4.41,false,6,MimiQuirke
48,BenediktaYedy,48.74,false,6,MimiQuirke
49,DeloriaPickin,55.17,false,6,MimiQuirke
50,TullyPickford,47.0,false,6,MimiQuirke
1,MornaProbbing,36.76,false,7,NikolaosMoulsdall
2,NorthropMcClay,99.06,false,7,NikolaosMoulsdall
3,ShariRodolico,77.94,true,7,NikolaosMoulsdall
4,MeredethOrmesher,96.24,false,7,NikolaosMoulsdall
5,TeressaHandover,19.54,false,7,NikolaosMoulsdall
6,FelicdadFratczak,85.21,true,7,NikolaosMoulsdall
7,RozeLittlefair,38.51,true,7,NikolaosMoulsdall
8,BirdieTilston,65.09,false,7,NikolaosMoulsdall
9,MargaWomack,44.05,true,7,NikolaosMoulsdall
10,WalshDymond,71.44,true,7,NikolaosMoulsdall
11,CarlenCrotch,80.59,true,7,NikolaosMoulsdall
12,Filbertod'Arcy,15.84,true,7,NikolaosMoulsdall
13,DolfDaveridge,53.63,true,7,NikolaosMoulsdall
14,HarlandUpham,55.78,true,7,NikolaosMoulsdall
15,MurryGalton,21.22,true,7,NikolaosMoulsdall
16,DelanoPostians,96.63,true,7,NikolaosMoulsdall
17,ShariaFraczkiewicz,53.29,true,7,NikolaosMoulsdall
18,MervinGobell,63.03,true,7,NikolaosMoulsdall
19,DavLiccardi,89.4,true,7,NikolaosMoulsdall
20,AlamedaVerrell,68.28,true,7,NikolaosMoulsdall
21,WiniMacFadyen,35.09,false,7,NikolaosMoulsdall
22,LenoraInde,29.84,false,7,NikolaosMoulsdall
23,ChristophorusDeighan,35.29,true,7,NikolaosMoulsdall
24,YvorWoodward,18.11,false,7,NikolaosMoulsdall
25,EllenBroose,2.15,true,7,NikolaosMoulsdall
26,TerryeMates,50.02,true,7,NikolaosMoulsdall
27,DariusEscalera,78.42,false,7,NikolaosMoulsdall
28,ReetaWoodyer,36.41,false,7,NikolaosMoulsdall
29,OpalBellham,85.94,true,7,NikolaosMoulsdall
30,KonradGebbie,10.29,true,7,NikolaosMoulsdall
31,JeromeLong,56.47,true,7,NikolaosMoulsdall
32,AverilNicely,41.92,true,7,NikolaosMoulsdall
33,GeorgianaWeatherup,78.94,true,7,NikolaosMoulsdall
34,LincolnCovendon,37.13,true,7,NikolaosMoulsdall
35,KathlinOver,18.37,false,7,NikolaosMoulsdall
36,CatinaEvett,57.0,false,7,NikolaosMoulsdall
37,HettieRennels,51.39,true,7,NikolaosMoulsdall
38,ForesterMila,20.95,false,7,NikolaosMoulsdall
39,OlgaBrehaut,26.18,true,7,NikolaosMoulsdall
40,ChristyTrenear,2.41,false,7,NikolaosMoulsdall
41,DeniceReading,60.64,false,7,NikolaosMoulsdall
42,EimileGodber,24.19,false,7,NikolaosMoulsdall
43,BillyeFinkle,88.11,false,7,NikolaosMoulsdall
44,KingWhitby,3.78,false,7,NikolaosMoulsdall
45,CaroleeForbear,19.61,true,7,NikolaosMoulsdall
46,NortonDrewes,17.11,false,7,NikolaosMoulsdall
47,LynImlach,4.41,false,7,NikolaosMoulsdall
48,BenediktaYedy,48.74,false,7,NikolaosMoulsdall
49,DeloriaPickin,55.17,false,7,NikolaosMoulsdall
50,TullyPickford,47.0,false,7,NikolaosMoulsdall
1,MornaProbbing,36.76,false,8,JenneeFaber
2,NorthropMcClay,99.06,false,8,JenneeFaber
3,ShariRodolico,77.94,true,8,JenneeFaber
4,MeredethOrmesher,96.24,false,8,JenneeFaber
5,TeressaHandover,19.54,false,8,JenneeFaber
6,FelicdadFratczak,85.21,true,8,JenneeFaber
7,RozeLittlefair,38.51,true,8,JenneeFaber
8,BirdieTilston,65.09,false,8,JenneeFaber
9,MargaWomack,44.05,true,8,JenneeFaber
10,WalshDymond,71.44,true,8,JenneeFaber
11,CarlenCrotch,80.59,true,8,JenneeFaber
12,Filbertod'Arcy,15.84,true,8,JenneeFaber
13,DolfDaveridge,53.63,true,8,JenneeFaber
14,HarlandUpham,55.78,true,8,JenneeFaber
15,MurryGalton,21.22,true,8,JenneeFaber
16,DelanoPostians,96.63,true,8,JenneeFaber
17,ShariaFraczkiewicz,53.29,true,8,JenneeFaber
18,MervinGobell,63.03,true,8,JenneeFaber
19,DavLiccardi,89.4,true,8,JenneeFaber
20,AlamedaVerrell,68.28,true,8,JenneeFaber
21,WiniMacFadyen,35.09,false,8,JenneeFaber
22,LenoraInde,29.84,false,8,JenneeFaber
23,ChristophorusDeighan,35.29,true,8,JenneeFaber
